descricao,criado,qtdInsumos,calculado,correto
30 CAP | BUPROPIONA CLORIDRATO  150MG,2020-08-05 23:19:09,1,47.5297,39.9
180 CAP | COLAGENO TIPO 2  40MG,2020-08-05 17:46:06,1,227.2883,216.7
60 CAP | MACA  400MG,2020-08-05 17:45:06,1,102.2568,92.3
30 CAP | CARBONATO DE CALCIO PESADO  500MG,2020-08-05 17:45:06,1,37.466,39.9
30 CAP | SILIMARINA  400MG; SAW PALMETO EXT SECO  400MG; PINUS PINASTER EXTRACT  100MG; RESVERATROL  50MG,2020-08-05 17:38:06,4,110.4575,102.5
30 CAP | MOROSIL  500MG,2020-08-05 17:36:06,1,140.7925,134.9
30 CAP | IMUNO TF  10MG,2020-08-05 17:35:06,1,61.6413,55.0
120 CAP | MAGNESIO GLICIL GLUTAMINA  100MG; CARNITINA BASE  500MG; COENZIMA Q10 PO  50MG; RHODIOLA ROSEA EXT SECO  200MG; ASHWAGANDHA EXTRATO  200MG,2020-08-05 17:32:06,5,402.2272,363.0
30 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  100000UI,2020-08-05 17:31:06,1,111.9,111.6
30 CAP | ZOLPIDEM   5MG,2020-08-05 17:29:06,1,43.2825,39.9
30 CAP | TIMOMODULINA EXTRATO  60MG; CETIRIZINA  5MG; CIMETIDINA  100MG; VITAMINA C   200MG,2020-08-05 17:19:05,4,118.6706,108.2
30 CAP | DOXICICLINA  100MG,2020-08-05 17:17:06,1,65.723,56.0
120 CAP | GLUTATIONA  70MG,2020-08-05 17:16:06,1,159.5143,138.6
90 CAP | COENZIMA Q10 PO  100MG,2020-08-05 17:14:07,1,160.4991,144.7
120 CAP | ACIDO ASCORBICO  1G; ZINCO  10MG,2020-08-05 17:13:08,2,135.1091,108.2
30 CAP | CAFEINA BASE ANIDRA  250MG; CAPSIATE  5MG; GENGIBRE PO  200MG; PICOLINATO DE CROMO  400MCG; EVODIA EXT SECO 30%  15MG,2020-08-05 17:12:06,5,73.3971,65.0
60 CAP | FENOGREGO  600MG,2020-08-05 17:11:07,1,179.5872,175.0
90 CAP | VITAMINA D  7000UI,2020-08-05 17:09:06,1,39.324,47.4
60 CAP | CHA VERDE EXT SECO  400MG,2020-08-05 17:07:05,1,74.3152,68.3
30 CAP | COLAGENO TIPO 2  40MG,2020-08-05 17:05:05,1,62.8814,56.1
30 CAP | COENZIMA Q10 PO  150MG,2020-08-05 17:03:05,1,95.2496,85.1
60 CAP | AMIDO  5MG,2020-08-05 17:02:05,1,30.0278,45.0
60 CAP | SELENIO QUELADO  50MCG; BOSWELLIA SERRATA  200MG; PANTOTENATO DE CALCIO  250MG; RUTINA  100MG; VITAMINA K1  25MCG; MANGANES QUELADO  3MG; ASCORBATO DE MAGNESIO  500MG; ALFA TOCOFEROL  400UI; RIBOFLAVINA  20MG; VIT A   5000UI,2020-08-05 17:00:06,10,211.9878,245.1
60 CAP | MINOCICLINA  100MG,2020-08-05 16:59:05,1,271.452,255.7
60 CAP | ESPINHEIRA SANTA PO  200MG; CAMOMILA EXT SECO  100MG; BOLDO  100MG; CARQUEJA PO  80MG; ALCACHOFRA EXT SECO  80MG; SILIMARINA  120MG,2020-08-05 16:57:05,6,66.7763,64.7
60 CAP | OLI OLA 3%  150MG; PICNOGENOL  150MG; POLYPODIUM LEUCOTOMOS EXTRATO  250MG,2020-08-05 16:56:05,3,139.0116,196.4
60 CAP | TAURINA  500MG,2020-08-05 16:55:06,1,43.356,43.6
60 CAP | METILFOLATO 1:10  400MCG; MAGNESIO   200MG; PIRIDOXAL-5-FOSFATO  20MG; QUERCETINA  250MG; COENZIMA Q10 PO  50MG; RIBOFLAVINA  20MG; SELENIO QUELADO  100MCG,2020-08-05 16:53:05,7,184.17,174.0
30 CAP | MELOXICAM 7.500MG; CICLOBENZAPRINE  3MG,2020-08-05 16:53:05,2,43.6567,39.9
30 CAP | BIFIDOBACTERIUM BREVE  75MG; BIFIDOBACTERIUM LACTIS  50MG; BIFIDOBACTERIUM LONGUM  65MG; BIFIDOBACTERIA BIFIDUM  45MG; BULGARICUS LACTOBACILLUS  20MG; CASEI LACTOBACILLUS  25MG; HELVETICUS LACTOBACILLUS  25MG; SALIVARIUS LACTOBACILLUS  30MG; ENTEROCOCCUS FAECIUM  50MG; LACTOCOCCUS LACTIS  50MG; SACCHAROMYCES BOULARDII  50MG; STREPTOCOCCUS TERMOPHILUS  50MG; XOS (XILOOLIGOSSACARIDEOS)  500MG,2020-08-05 16:51:07,13,95.54,88.0
60 CAP | CACTI-NEA  500MG; CAVALINHA PO  150MG; CAPSIATE  6MG,2020-08-05 16:50:05,3,164.5146,179.0
30 CAP | ZINCO  30MG; QUERCETINA  500MG,2020-08-05 16:43:05,2,89.1195,79.7
12 CAP | VITAMINA D  50000UI,2020-08-05 16:43:05,1,38.88,39.9
90 CAP | VITAMINA D LIQ  10000UI; ALFA TOCOFEROL  100UI,2020-08-05 16:42:05,2,69.6936,81.0
60 CAP | BETAGLUCAN  250MG; ARGININA  1G; VIT C  1G; ZINCO QUELADO  15MG,2020-08-05 16:41:05,4,151.034,194.5
20 CAP | BICARBONATO DE SODIO  5G,2020-08-05 16:36:05,1,42.987,39.9
30 CAP | MAGNESIO QUELADO 30%  80MG; ZINCO QUELADO  40MG; EXSYNUTRIMENT-SILICIO ORGANICO  100MG; GLYCOXIL  50MG; VIT C  100MG,2020-08-05 16:36:05,5,169.2434,162.3
30 CAP | ESPINHEIRA SANTA PO  300MG,2020-08-05 16:33:05,1,35.1516,39.9
30 CAP | CICLOBENZAPRINA   5MG,2020-08-05 16:32:06,1,42.6,39.9
60 CAP | CURCUMINA  250MG; PIPERINA 2.500MG,2020-08-05 16:30:05,2,85.1602,74.4
60 CAP | MAGNESIO DIMALATO  350MG; ZINCO QUELADO  10MG,2020-08-05 16:30:05,2,62.4144,51.6
90 CAP | LACTOBACILLUS ACIDOPHILUS  30MG; LACTOBACILLUS REUTERI  30MG; LACTOBACILLUS RHAMNOSUS  30MG; PARACASEI LACTOBACILLUS   30MG; BIFIDOBACTERIA BIFIDUM  30MG; BIFIDOBACTERIUM LACTIS  30MG,2020-08-05 16:30:05,6,71.6306,65.0
1 CAP | AMIDO  1MG,2020-08-05 16:28:05,1,30.0001,39.9
180 CAP | COENZIMA Q10 PO  200MG,2020-08-05 16:25:05,1,551.9964,489.9
15 CAP | AMITRIPTILINA 3.500MG,2020-08-05 16:25:05,1,30.6764,39.9
90 CAP | VITAMINA C  500MG,2020-08-05 16:24:05,1,65.6399,50.8
60 CAP | SERTRALINA  50MG,2020-08-05 16:23:05,1,55.2026,43.6
60 CAP | VITAMINA C  500MG,2020-08-05 16:23:05,1,53.7599,43.6
60 CAP | VITAMINA D3 OLEOSA  2000UI,2020-08-05 16:23:05,1,34.224,43.6
60 CAP | MAGNESIO DIMALATO  200MG,2020-08-05 16:23:05,1,45.6456,43.6
120 CAP | QUERCETINA  300MG; VITAMINA C  250MG; CASTANHA DA INDIA  200MG; RUTINA  50MG; VITAMINA D3 1:100  10000UI,2020-08-05 16:22:05,5,225.8728,195.2
150 CAP | VITAMINA D  5000UI; ZINCO  30MG; QUERCETINA  500MG,2020-08-05 16:21:05,3,336.6975,298.6
90 CAP | MOROSIL  400MG; CACTI-NEA  500MG,2020-08-05 16:21:05,2,417.109,432.7
300 CAP | QUERCETINA  500MG,2020-08-05 16:20:05,1,545.6748,529.4
60 CAP | CACTI-NEA  2G; BEANBLOCK  100MG,2020-08-05 16:13:07,2,548.5523,634.0
30 CAP | BETAGLUCAN  500MG; VITAMINA C  500MG; ZINCO  30MG,2020-08-05 16:13:07,3,81.6557,72.5
60 CAP | ACIDO ALFA LIPOICO  600MG,2020-08-05 16:13:07,1,166.1882,169.8
60 CAP | VITAMINA B6  10MG; NUTRICOLIN  25MG; SELENIO QUELADO  5MCG; BIOTINA  1MG; ZINCO QUELADO 7.500MG; SULFATO DE ZINCO 2.500MG; VITAMINA C REVESTIDA  25MG; ASTRAGALUS  25MG,2020-08-05 16:12:06,8,71.4168,73.0
30 CAP | QUERCETINA  250MG; CURCUMA LONGA  100MG; RESVERATROL  100MG,2020-08-05 16:11:05,3,119.3692,110.0
60 CAP | DIACEREINA  50MG; PARACETAMOL  500MG; CICLOBENZAPRINE  5MG,2020-08-05 16:11:05,3,145.5217,149.8
60 CAP | MAGNESIO DIMALATO  400MG,2020-08-05 16:10:05,1,61.2911,52.8
30 CAP | MAGNESIO DIMALATO  400MG,2020-08-05 16:09:05,1,45.6456,40.0
30 CAP | VITAMINA D  7000UI; VITAMINA A  700UI; VITAMINA K2 MK7  120MCG,2020-08-05 16:08:05,3,33.2738,39.9
120 CAP | VITAMINA D  1000UI,2020-08-05 16:07:05,1,31.776,50.0
30 CAP | SILIMARINA  300MG; ACIDO ALFA LIPOICO  200MG; CURCUMA EXT SECO  200MG; BOLDO PO  200MG; METIONINA  200MG; COENZIMA Q10 PO  200MG,2020-08-05 16:05:05,6,192.5029,200.6
30 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  50MG; LACTIS LACTOBACILLUS  100MG; INULINA  200MG,2020-08-05 16:05:05,6,68.2531,58.0
30 CAP | FENOGREGO  300MG,2020-08-05 16:05:05,1,67.3968,58.7
60 CAP | VITAMINA D3  200UI; DIMETICONE   50MG; ORLISTAT  120MG; ESPIRONOLACTONA  20MG; SELENIO QUELADO  10MCG; PLANTAGO OVATA  120MG,2020-08-05 16:04:05,6,186.7244,169.0
30 CAP | ORNITINA ALFA  300MG; PANTOTENATO DE CALCIO  100MG; MAGNESIO QUELADO  100MG; ZINCO QUELADO  10MG; VITAMINA C REVESTIDA  35MG; LISINA  100MG,2020-08-05 16:03:04,6,76.77,71.0
60 CAP | FLUOXETINA  20MG,2020-08-05 16:03:04,1,44.8091,43.6
30 CAP | HMB  300MG; TRANSRESVERATROL  25MG; CURCUMA  50MG,2020-08-05 16:01:05,3,63.2551,54.0
90 CAP | VITAMINA D   10000UI; VITAMINA A OLEOSA ORAL  1500UI,2020-08-05 16:01:05,2,44.8995,60.1
30 CAP | MOROSIL  150MG; PICOLINATO DE CROMO  80MCG; SLENDESTA  50MG,2020-08-05 16:00:06,3,74.9003,65.0
30 CAP | MELATONINA  3MG; SELENIO QUELADO  50MCG; ZINCO QUELADO 8.700MG; RELORA  250MG; 5-HTP  50MG,2020-08-05 15:59:12,5,166.7451,156.5
30 CAP | GASSERI LACTOBACILLUS  30MG; BIFIDOBACTERIUM ANIMALIS  50MG; BIFIDOBACTERIA BIFIDUM  100MG; REUTERI LACTOBACILLUS  50MG; CASEI LACTOBACILLUS  100MG; XOS (XILOOLIGOSSACARIDEOS)  200MG,2020-08-05 15:59:12,6,58.811,51.1
30 CAP | AAKG  500MG; TAURINA  1G; COENZIMA Q10 PO  200MG; BETA ALANINA  2G; CITRULINA  1G,2020-08-05 15:58:15,5,212.5937,224.3
120 CAP | CITRATO DE MAGNESIO  100MG; MAGNESIO DIMALATO  300MG; ZINCO QUELATO  15MG; CROMO GTF  200MCG; SELENIO QUELADO  50MCG; COBRE QUELADO  500MCG; TIAMINA  50MG; RIBOFLAVINA  50MG; NIACINA NO FLUSH  25MG; PIRIDOXAL-5-FOSFATO  20MG; METILFOLATO  150MCG; METILCOBALAMINA   200MCG; ACIDO ALFA LIPOICO  150MG; COMPLEXO E  100MG; VITAMINA K2 MK7  75MCG,2020-08-05 15:57:12,15,527.832,535.5
60 CAP | TRAMADOL CLORIDRATO  50MG; CETOPROFENO  25MG; PARACETAMOL  250MG; PREDNISONA  2MG; CICLOBENZAPRINE  5MG,2020-08-05 15:56:13,5,116.0305,114.2
60 CAP | T3  20MCG,2020-08-05 15:55:12,1,35.5409,43.6
30 CAP | T4  75MCG; T3  20MCG,2020-08-05 15:55:12,2,34.3644,39.9
60 CAP | VITAMINA D3  60000UI,2020-08-05 15:54:13,1,83.28,118.3
60 CAP | CISTINA  40MG; PANTOTENATO DE CALCIO  50MG; VITAMINA B6  10MG; ACIDO FOLICO  220MCG; BIOTINA 2.500MG; COBRE QUELADO  1MG,2020-08-05 15:52:12,6,68.4106,66.0
30 CAP | ACIDOPHILUS LACTOBACILLUS  200MG; RHAMNOSUS LACTOBACILLUS  200MG; LACTIS LACTOBACILLUS  200MG,2020-08-05 15:52:12,3,76.33,65.0
30 CAP | CRISINA  200MG; DIMPLESS  20MG,2020-08-05 15:51:13,2,151.6913,142.0
60 CAP | GREEN TEA EXT SECO  400MG; L CISTEINA  150MG; CISTINA  400MG; METIONINA  250MG; VITAMINA C  120MG; VITAMINA D3 1:100  400UI; VITAMINA E  10MG; ZINCO  15MG; SELENIO QUELADO  40MCG,2020-08-05 15:50:12,9,206.6809,200.0
60 CAP | VITAMINA K2 MK7  125MCG; UC II  40MG; BORO QUELADO  1MG; RESVERATROL  200MG,2020-08-05 15:49:16,4,248.0756,485.5
90 CAP | ZINCO  10MG; SELENIO QUELADO  25MCG; MAGNESIO QUELADO 30%  250MG; ASHWAGANDHA EXTRATO  100MG; VITAMINA D  2000UI; VITAMINA A  200UI; VITAMINA E  50UI; COLAGENO PO  200MG; VITAMINA C  250MG,2020-08-05 15:48:12,9,137.8929,129.2
60 CAP | DOXEPINA   50MG,2020-08-05 15:47:12,1,200.5753,167.4
56 CAP | AMOXICILINA  500MG,2020-08-05 15:46:12,1,87.8429,78.1
60 CAP | CASSIA ANGUSTIFOLIA + FISTULA 251.700MG; TAMARINDUS INDICA 11.700MG; CORIANDRUM SATIVUM 5.400MG,2020-08-05 15:45:12,3,57.1247,47.0
60 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  30000UI; VITAMINA A OLEOSA ORAL  3000UI; VITAMINA K2 MK7  100MCG,2020-08-05 15:45:12,3,81.453,71.1
60 CAP | T4  35MCG; T3  7MCG,2020-08-05 15:45:12,2,33.427,44.0
60 CAP | L TIROSINA  500MG; ZINCO QUELADO  30MG; COBRE QUELADO  1MG; SELENIO QUELADO  200MCG; METILFOLATO   1000MCG; PIRIDOXAL-5-FOSFATO  25MG,2020-08-05 15:45:12,6,178.0079,165.2
56 CAP | METRONIDAZOL  20MG,2020-08-05 15:44:12,1,30.648,43.6
60 CAP | PREGABALINA  50MG; FLUOXETINA  40MG; COLAGENO TIPO 2  40MG; CETOPROFENO  50MG,2020-08-05 15:44:12,4,208.9668,203.2
90 CAP | METILFOLATO 1:10  400MCG; COENZIMA Q10 PO  100MG; ZINCO  50MG,2020-08-05 15:43:14,3,222.3877,203.0
30 CAP | COENZIMA Q10 PO  200MG; CURCUMINA  300MG; ACIDO ALFA LIPOICO  300MG,2020-08-05 15:43:14,3,179.0464,181.0
90 CAP | VITAMINA D LIQ CAP ATE 15MIL  4000UI; VITAMINA K2 LIQ SOL MAE  100MCG,2020-08-05 15:38:12,2,42.9753,50.0
30 CAP | ORLISTAT  120MG,2020-08-05 15:38:12,1,92.5057,78.8
180 CAP | CURCUMA LONGA  500MG; DIACEREINA  25MG,2020-08-05 15:38:12,2,405.6341,363.6
60 CAP | MAGNESIO DIMALATO  150MG; MAGNESIO GLICINATO  100MG; CITRATO DE MAGNESIO  100MG; TIAMINA  50MG; RIBOFLAVINA  25MG; NIACINA NO FLUSH  25MG; ACIDO PANTOTENICO  100MG; PIRIDOXAL-5-FOSFATO  20MG; METILFOLATO   75MCG; METILCOBALAMINA  200MCG; CROMO GTF  100MCG; ZINCO QUELADO  10MG; SELENIO QUELADO  50MCG; NAC  150MG; ACIDO ALFA LIPOICO  150MG; QUERCETINA  100MG,2020-08-05 15:35:12,16,203.0206,228.2
30 CAP | CRISPATUS/CURVA LACTOBACILLUS   200MG; GASSERI LACTOBACILLUS  100MG; ACIDOPHILUS LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  50MG; RHAMNOSUS LACTOBACILLUS  50MG; BIFIDOBACTERIA BIFIDUM  50MG; BIFIDOBACTERIUM LONGUM  50MG; INULINA  200MG,2020-08-05 15:35:12,8,82.8578,72.0
90 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  1000UI,2020-08-05 15:33:12,2,62.733,60.0
120 CAP | VITAMINA C  500MG,2020-08-05 15:33:12,1,77.5199,58.4
60 CAP | VITAMINA D3  4000UI,2020-08-05 15:33:12,1,33.552,44.0
60 CAP | LORAZEPAM 1:10  1MG,2020-08-05 15:33:12,1,57.966,50.0
45 CAP | ECGC  200MG; ISOFLAVONA  50MG; REVESTROL  50MG; CURCUMA EXT SECO  200MG; PIPERINA  2MG,2020-08-05 15:32:13,5,344.5092,328.2
60 CAP | CLORETO DE MAGNÉSIO  500MG,2020-08-05 15:32:13,1,42.9873,44.0
30 CAP | TIROSINA  500MG; SELENIO QUELADO  100MCG,2020-08-05 15:31:12,2,64.9326,56.9
30 CAP | THEANINA  250MG,2020-08-05 15:31:12,1,58.0477,49.1
30 CAP | VITAMINA D  2000UI,2020-08-05 15:30:12,1,30.888,39.9
30 CAP | T4  50MCG; T3 12.500MCG,2020-08-05 15:30:12,2,32.7941,39.9
30 CAP | HIDROXIZINE  15MG,2020-08-05 15:30:12,1,41.7896,39.9
60 CAP | FENOGREGO  200MG; MACA   500MG; TRIBULUS TERRESTRIS   500MG,2020-08-05 15:30:12,3,206.6454,193.5
90 CAP | THEANINA  100MG; 5-HTP  10MG; VALERIANA  100MG; MELISSA EXT SECO  100MG; PASSIFLORA  300MG; ASHWAGANDHA EXTRATO  200MG; MAGNESIO QUELADO 30%  200MG; ZINCO QUELADO  10MG; COBRE QUELADO 0.500MG; VITAMINA B6  20MG; NICOTINAMIDA  10MG; SAME  200MG,2020-08-05 15:29:12,12,465.1129,508.1
90 CAP | VIT B2  50MG; VIT B6  50MG; VIT B12  100MCG; METILFOLATO 1:10  500MCG; TRIMETILGLICINA  1500MG; ZINCO  25MG; MAGNESIO QUELADO 30%  400MG,2020-08-05 15:29:12,7,347.581,332.8
60 CAP | NUTRICOLIN  100MG; ACIDO PANTOTENICO  30MG; VITAMINA B3  20MG; VITAMINA B6  25MG; CISTINA  60MG; BIOTINA  3MG,2020-08-05 15:28:12,6,169.98,156.4
15 CAP | ZEMBRIN   4MG; CITRATO DE MAGNESIO  250MG; BUPROPIONA CLORIDRATO  70MG; OSTARINE 2.500MG; ORLISTAT  70MG; SLIMCARB  150MG; MOROSIL  100MG,2020-08-05 15:27:13,7,152.8458,142.0
30 CAP | SPOROGENES LACTOBACILLUS  100MG; JOHNSONII LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; VIT A   4500UI; NIACINA NO FLUSH  200MG; VIT B12  500MCG; ZINCO QUELADO  15MG; BORO QUELADO  1MG,2020-08-05 15:26:14,9,99.796,88.7
90 CAP | VITAMINA A  100UI; VITAMINA D  5000UI,2020-08-05 15:25:12,2,36.6778,47.4
90 CAP | RHODIOLA ROSEA  400MG,2020-08-05 15:23:13,1,149.2121,141.0
90 CAP | 5-HTP  50MG; TAURINA  200MG; CROMO QUELADO  150MCG; MAGNESIO QUELADO 30%  200MG; SELENIO QUELADO  60MCG; ZINCO QUELADO  10MG; COBRE QUELADO 0.500MG; VITAMINA B12  100MCG; VITAMINA B6  20MG; NICOTINAMIDA  10MG; COENZIMA Q10 PO  100MG,2020-08-05 15:23:13,11,278.6971,260.7
30 CAP | HIDROCORTISONA 5MG 70/30 CAPS  30UN,2020-08-05 15:21:12,1,34.0736,39.9
28 CAP | SULFATO DE ZINCO  66MG,2020-08-05 15:17:12,1,34.0044,40.0
60 CAP | ALCACHOFRA EXT SECO  200MG; CASCARA SAGRADA EXTRATO SECO  200MG; CENTELLA ASIATICA EXTRATO SECO  200MG; CITRUS AURANTIUM  150MG; ESPIRULINA  150MG; FASEOLAMINA  150MG; MARACUJA  100MG; CHITOSAN  200MG; VIT E  100MG; ZINCO  5MG,2020-08-05 15:13:12,10,147.7205,135.0
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  7000UI,2020-08-05 15:12:12,1,44.784,43.6
60 CAP | SILICIO ORGANICO  300MG,2020-08-05 15:12:12,1,464.264,445.0
120 CAP | PROTEASE  60MG; AMILASE  40MG; LIPASE  50MG; PANCREATINA  100MG; PAPAINA 6000  50MG; BROMELINA  100MG,2020-08-05 15:11:12,6,176.9846,166.8
60 CAP | VITEX AGNUS CACTUS  80MG; L THEANINA  150MG; MAGNESIO TREONATO  200MG,2020-08-05 15:08:12,3,111.0092,101.0
240 CAP | VITAMINA C  1G; ZINCO  10MG,2020-08-05 15:04:12,2,244.0199,202.8
30 CAP | KELP IODINE EXTRACT 1%  150MCG,2020-08-05 15:00:12,1,30.0405,39.9
30 CAP | SILIMARINA EXT SECO  300MG,2020-08-05 14:56:13,1,46.8587,39.9
60 CAP | FAMOTIDINA  20MG; DIPIRONA  500MG; PREDNISOLONA BASE 1:10  5MG; CARISOPRODOL  150MG,2020-08-05 14:55:12,4,134.7666,135.0
60 CAP | MELATONINA SLOW RELEASE  3MG; ZINCO  12MG; SELENIO QUELADO  65MCG,2020-08-05 14:54:12,3,74.8042,71.3
120 CAP | BIOFERRIN  150MG,2020-08-05 14:52:12,1,91.2721,896.6
60 CAP | VITAMINA D3   10000UI; VITAMINA A  800UI; VITAMINA K2 MK7  140MCG,2020-08-05 14:51:12,3,39.2648,54.3
30 CAP | TERAP SINDR INTESTIN IRRIT CAP  30UN,2020-08-05 14:49:11,1,69.6704,59.0
60 CAP | T3  5MCG,2020-08-05 14:48:12,1,31.3852,43.6
180 CAP | TRANSRESVERATROL  25MG; PICNOGENOL  25MG; QUERCETINA  100MG; ACIDO ALFA LIPOICO  150MG; SILIMARINA  150MG,2020-08-05 14:46:13,5,357.7554,342.4
60 CAP | VITAMINA D3   5000UI; VITAMINA A  500UI; VITAMINA K2 MK7  110MCG,2020-08-05 14:45:12,3,34.7271,44.9
94 CAP | VITAMINA D3  10000UI; VITAMINA K2 MK7  150MCG,2020-08-05 14:45:12,2,44.3984,59.0
90 CAP | VITAMINA D3 1:100  7000UI; VITAMINA A  500UI; VITAMINA K2 MK7  60MCG,2020-08-05 14:45:12,3,39.5994,48.0
60 CAP | CITRATO DE MAGNESIO  150MG; MAGNESIO DIMALATO  250MG; ZINCO QUELADO  15MG; CROMO GTF  200MCG; SELENIO QUELADO  50MCG; COBRE QUELADO  500MCG; TIAMINA  50MG; RIBOFLAVINA  50MG; NIACINA NO FLUSH  25MG; PIRIDOXAL-5-FOSFATO  20MG; METILFOLATO 1:10  150MCG; METILCOBALAMINA 1:100  100MCG; ACIDO ALFA LIPOICO  150MG; QUERCETINA  150MG,2020-08-05 14:45:12,14,191.029,199.4
90 CAP | PRASTERONA  25MG,2020-08-05 14:44:12,1,273.0,253.2
30 CAP | ZINCO QUELADO  50MG; QUERCETINA  500MG; VITAMINA D  2000UI; VITAMINA B6  60MG; VITAMINA B12  200MCG; L LISINA  300MG,2020-08-05 14:43:12,6,107.0436,98.0
60 CAP | CROCUS SATIVUS  400MG,2020-08-05 14:42:12,1,368.368,353.8
90 CAP | VITAMINA D3 1:100  7000UI; FERRO QUELADO  30MG; ACIDO ASCORBICO  500MG,2020-08-05 14:42:12,3,84.854,72.4
12 CAP | VITAMINA D  35000UI,2020-08-05 14:42:12,1,36.216,40.0
60 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  50000UI,2020-08-05 14:42:12,1,111.9,108.3
120 CAP | MAGNESIO DIMALATO  500MG,2020-08-05 14:29:13,1,108.2278,94.0
120 CAP | PSILIUM  1G,2020-08-05 14:29:13,1,82.5337,90.7
120 CAP | SAW PALMETO EXT SECO  200MG; URTIGA DIOICA EXT SECO  400MG,2020-08-05 14:29:13,2,108.2276,92.5
60 CAP | MAGNESIO DI MALATO  300MG; VIT D3  4000UI; SELENIO QUELADO  100MCG; ZINCO QUELADO  15MG; COBRE QUELADO 0.500MG; ARGININA  250MG; VIT C  200MG; COENZIMA Q10 PO  100MG; VITAMINA K2 PÓ DILUIDA  100MCG; VIT B1 7.500MG; VIT B2 7.500MG; NIACINA NO FLUSH  45MG; VIT B5  45MG; VIT B6  30MG; ACIDO FOLICO 187.500MCG; VIT B12 187.500MCG; INOSITOL 14.634MG,2020-08-05 14:29:13,17,218.6941,236.4
60 CAP | TADALAFIL  5MG; ARGININA  2G,2020-08-05 14:29:13,2,215.7757,207.0
60 CAP | ANASTROZOL 1:10 0.200MG; DUTASTERIDA 0.300MG,2020-08-05 14:29:13,2,65.9616,56.2
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA K2 LIQ SOL MAE  100MCG,2020-08-05 14:29:13,2,51.3222,45.4
120 CAP | HIDROCORTISONA BASE  20MG; PRASTERONA  10MG,2020-08-05 14:29:13,2,280.6943,250.6
120 CAP | L GLUTATIONA  70MG,2020-08-05 14:28:12,1,159.5143,137.8
30 CAP | PIPERINA  5MG; QUERCETINA  150MG; CAPSAICINA ORAL  5MG; PHOLIAMAGRA  250MG; PHOLIANEGRA  100MG; VITAMINA C  250MG,2020-08-05 14:28:12,6,126.5701,116.7
12 CAP | VITAMINA D3 1:100  50000UI,2020-08-05 14:27:12,1,38.88,45.0
60 CAP | VITAMINA D3 1:100  5000UI,2020-08-05 14:27:12,1,34.44,45.0
90 CAP | CRAMBERRY EXT SECO  300MG,2020-08-05 14:26:11,1,143.2911,131.9
90 CAP | SILICIO ORGANICO  50MG,2020-08-05 14:25:13,1,138.566,126.8
270 CAP | VITAMINA C  1000MG; ZINCO QUELADO  7MG; COBRE QUELADO 0.500MG; SELENIO QUELADO  50MCG,2020-08-05 14:23:12,4,264.3674,221.7
60 CAP | SILIMARINA  150MG; BOLDO  100MG; METIONINA  150MG; TIROSINA  150MG,2020-08-05 14:21:12,4,90.1735,82.9
30 CAP | HIDROXITRIPTOFANO-5  500MG,2020-08-05 14:21:12,1,233.0094,223.2
30 CAP | HIDROXITRIPTOFANO-5  100MG,2020-08-05 14:20:15,1,70.6019,61.0
15 CAP | METOTREXATO  25MG,2020-08-05 14:20:15,1,188.6149,178.0
90 CAP | ATENOLOL  25MG; CLORTALIDONA  10MG; LOSARTAN  50MG; ESPIRONOLACTONA  15MG; SINVASTATINA  20MG,2020-08-05 14:18:11,5,310.5217,274.5
30 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; BULGARICUS LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; PLANTARUM LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; JOHNSONII LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; BIFIDOBACTERIUM LACTIS  100MG,2020-08-05 14:16:12,10,103.4896,94.0
60 CAP | MELATONINA SLOW RELEASE  3MG; SELENIO QUELADO  50MCG; ZINCO QUELADO 8.700MG; RELORA  250MG; 5-HTP  50MG,2020-08-05 14:16:12,5,298.1517,283.0
60 CAP | SILIMARINA  300MG,2020-08-05 14:16:12,1,63.7174,55.4
60 CAP | VITAMINA D3   3000UI,2020-08-05 14:09:12,1,32.664,47.1
60 CAP | OXANDROLONA 2.500MG,2020-08-05 14:08:12,1,42.3542,43.6
60 CAP | VITAMINA D3  5000UI,2020-08-05 14:08:12,1,34.44,44.0
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  7000UI; VITAMINA A OLEOSA ORAL  700UI; VITAMINA K2 LIQ SOL MAE  100MCG,2020-08-05 14:04:12,3,45.4776,44.0
120 CAP | T3  6MCG,2020-08-05 14:02:12,1,33.3246,50.0
